Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Local/benchmark_samp_2,9.132840210627013e-4,8.991793121089938e-4,9.428356030952123e-4,6.872051947628272e-5,1.547861227534299e-5,1.2078076947452294e-4
Local/benchmark_samp_11,3.4928368938989393e-3,3.4773028439894827e-3,3.5285399549356876e-3,7.692748079754821e-5,2.3170304465234786e-5,1.418190429637471e-4
Local/benchmark_samp_101,3.466890143030434e-2,3.4220204854910063e-2,3.548003673808713e-2,1.1566745281762938e-3,5.749624412471771e-4,1.7282768330355637e-3
Local/benchmark_samp_1001,0.4135731813748862,0.40720921037427615,0.41910515674862836,6.57000367033121e-3,5.4739546797926385e-3,7.4044233852551e-3
Local/benchmark_samp_10001,3.2946441056895615,3.2583843461870856,3.3281302585043404,4.3289892738058326e-2,2.1610843446037874e-2,5.525579624352682e-2
Local/benchmark_samp_100001,22.902746218479177,22.818172735519816,23.048694385315684,0.14660954592500414,3.830572954272249e-2,0.19531409261156563
Local/benchmark_samp_1000001,216.4911257721451,216.2449915182915,216.79122659283166,0.33795575567742636,0.10343438733252697,0.44898696813685146
Remote/benchmark_samp_2,5.953819582564999,5.901373782624432,6.013468758443196,7.303101773500845e-2,1.3780201856285632e-2,9.547755385588066e-2
Remote/benchmark_samp_11,3.044780770250327,3.006549074000759,3.069177325246528,3.651832886481426e-2,8.130180089931504e-3,4.8211250287493825e-2
Remote/benchmark_samp_101,5.320394219352541,5.195199341043311,5.49415096216156,0.16905574234658122,5.8992121535591344e-2,0.2301330652363948
Remote/benchmark_samp_1001,27.697343267623484,27.00473477162086,28.249789587999352,0.6935447044587744,0.32210270274905817,0.9038879628495547
Remote/benchmark_samp_10001,95.29066954839648,94.46634315018946,95.97599441441585,0.8267876951379622,0.5380110783835913,1.0058278826947817
Remote/benchmark_samp_100001,183.74025834533617,167.69392896616654,201.89740528150105,21.322916541350832,8.565710255252764,28.49170009102321
