Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Local/benchmark_samp_2,4.450709823546426e-4,4.3950614321993433e-4,4.6759154857711006e-4,3.394114838318905e-5,8.219571965416751e-6,7.624419402450306e-5
Local/benchmark_samp_11,5.816262242876767e-3,5.4097679148174555e-3,6.538506679465282e-3,1.5985173082328232e-3,1.0038277642391716e-3,2.5466534461717153e-3
Local/benchmark_samp_101,5.2766267368870544e-2,5.229131980419978e-2,5.338940174646271e-2,1.0817842591535217e-3,8.134396823433606e-4,1.5350138676482935e-3
Local/benchmark_samp_1001,0.26666889007246936,0.26410321212824783,0.27008990785325293,3.885614410748996e-3,2.1262865383759265e-3,5.465080489175081e-3
Local/benchmark_samp_10001,2.962730525103931,2.929953552728572,2.9794691398322657,3.223472274599683e-2,7.671087524060705e-4,3.942328362946799e-2
Local/benchmark_samp_100001,22.550493068606254,22.366061743065075,22.667561979626043,0.18124816124195564,7.283359062421368e-2,0.2396678189346197
Local/benchmark_samp_1000001,233.3758389593322,213.7692970754979,253.1976442867517,25.018385334764375,12.968349773683517,30.771747328138012
Remote/benchmark_samp_2,8.761268606956643,8.698241450248133,8.834476095624268,7.738329017470409e-2,3.269014183266972e-2,0.10780765919378234
Remote/benchmark_samp_11,7.908416721397164,7.825509645916705,8.054930236145387,0.14731799728216072,9.566867336010088e-3,0.18041882252197589
Remote/benchmark_samp_101,23.744629656685902,23.50525657475191,24.165224090744232,0.4084965060971678,3.876781987310096e-2,0.5080432306861
Remote/benchmark_samp_1001,68.35616585047653,67.21787556399067,68.84925624781044,0.8041565883337907,0.22523490145916725,1.033266932867066
Remote/benchmark_samp_10001,536.7708789575614,525.6412359308706,547.5078408696863,12.878709352144046,5.165916879753524,16.83292033025128
Remote/benchmark_samp_100001,317.346089483601,299.34877252224396,333.09952991737373,21.929250757872556,9.094396625422002,27.28661567498357
